,Q1,,q1,q2,q3,q4,setA,setB,SetN,Active,,,Set A,Set B
318,2,4,F,F,F,T,F,F,T,,N,N,,
320,13,4,F,F,F,T,F,F,T,,N,N,,
321,0,4,F,F,F,T,T,F,F,,N,N,,
322,16,4,F,F,F,T,F,F,T,,N,N,,
326,0,4,F,F,F,T,T,F,F,,N,N,,
327,3,4,F,F,F,T,F,F,T,,N,N,,
328,1,4,F,F,F,T,T,F,F,,N,N,,
330,9,4,F,F,F,T,F,F,T,,N,N,,
332,0,4,F,F,F,T,F,F,T,,N,N,,
333,3,4,F,F,F,T,T,F,F,,N,N,,
334,9,4,F,F,F,T,F,T,F,,N,Y,,
336,0,4,F,F,F,T,F,F,T,,N,N,,
337,11,4,F,F,F,T,F,T,F,,N,Y,,
338,6,4,F,F,F,T,T,F,F,,N,N,,
341,10,4,F,F,F,T,F,T,F,,N,Y,,
342,3,4,F,F,F,T,F,T,F,,N,Y,,
343,11,4,F,F,F,T,F,T,F,,N,Y,,
345,0,4,F,F,F,T,T,F,F,,N,N,,
346,0,4,F,F,F,T,F,F,T,,N,N,,
347,0,4,F,F,F,T,T,F,F,,N,N,,
349,0,4,F,F,F,T,F,T,F,,N,Y,,
350,5,4,F,F,F,T,F,F,T,,N,N,,
351,2,4,F,F,F,T,F,F,T,,N,N,,
352,0,4,F,F,F,T,F,T,F,,N,Y,,
353,7,4,F,F,F,T,F,F,T,,N,N,,
355,0,4,F,F,F,T,T,F,F,,N,N,,
357,0,4,F,F,F,T,T,F,F,,N,N,,
358,0,4,F,F,F,T,T,F,F,,N,N,,
359,0,4,F,F,F,T,F,T,F,,N,Y,,
360,14,4,F,F,F,T,F,T,F,,N,Y,,
361,0,4,F,F,F,T,F,T,F,,N,Y,,
362,3,4,F,F,F,T,F,F,T,,N,N,,
363,1,4,F,F,F,T,F,F,T,,N,N,,
369,8,4,F,F,F,T,T,F,F,,N,N,,
370,220,4,F,F,F,T,F,T,F,,N,Y,,
372,0,4,F,F,F,T,F,T,F,,N,Y,,
374,0,4,F,F,F,T,T,F,F,,N,N,,
375,64,4,F,F,F,T,F,T,F,,N,Y,,
376,0,4,F,F,F,T,T,F,F,,N,N,,
377,42,4,F,F,F,T,T,F,F,,N,N,,
379,0,4,F,F,F,T,F,F,T,,N,N,,
382,29,4,F,F,F,T,F,T,F,,N,Y,,
384,0,4,F,F,F,T,T,F,F,,N,N,,
386,0,4,F,F,F,T,T,F,F,,N,N,,
387,0,4,F,F,F,T,F,F,T,,N,N,,
393,0,4,F,F,F,T,F,T,F,,N,Y,,
399,15,4,F,F,F,T,F,T,F,,N,Y,,
400,6,4,F,F,F,T,F,F,T,,N,N,,
402,1,4,F,F,F,T,F,F,T,,N,N,,
403,5,4,F,F,F,T,T,F,F,,N,N,,
404,2,4,F,F,F,T,F,T,F,,N,Y,,
405,0,4,F,F,F,T,F,T,F,,N,Y,,
406,1,4,F,F,F,T,F,F,T,,N,N,,
409,0,4,F,F,F,T,F,F,T,,N,N,,
410,0,4,F,F,F,T,F,T,F,,N,Y,,
411,0,4,F,F,F,T,F,F,T,,N,N,,
413,16,4,F,F,F,T,F,T,F,,N,Y,,
414,3,4,F,F,F,T,F,F,T,,N,N,,
416,0,4,F,F,F,T,T,F,F,,N,N,,
417,0,4,F,F,F,T,F,T,F,,N,Y,,
418,0,4,F,F,F,T,T,F,F,,N,N,,
419,0,4,F,F,F,T,T,F,F,,N,N,,
420,8,4,F,F,F,T,T,F,F,,N,N,,
421,0,4,F,F,F,T,F,F,T,,N,N,,
422,0,4,F,F,F,T,F,T,F,,N,Y,,
424,0,4,F,F,F,T,F,F,T,,N,N,,
425,0,4,F,F,F,T,T,F,F,,N,N,,
426,0,4,F,F,F,T,F,T,F,,N,Y,,
427,2,4,F,F,F,T,F,F,T,,N,N,,
428,0,4,F,F,F,T,T,F,F,,N,N,,
431,0,4,F,F,F,T,F,F,T,,N,N,,
435,2,4,F,F,F,T,F,F,T,,N,N,,
436,2,4,F,F,F,T,F,F,T,,N,N,,
437,0,4,F,F,F,T,F,F,T,,N,N,,
438,0,4,F,F,F,T,T,F,F,,N,N,,
439,0,4,F,F,F,T,F,F,T,,N,N,,
440,0,4,F,F,F,T,F,F,T,,N,N,,
441,3,4,F,F,F,T,F,F,T,,N,N,,
442,2,4,F,F,F,T,F,F,T,,N,N,,
443,1,4,F,F,F,T,F,F,T,,N,N,,
445,0,4,F,F,F,T,F,T,F,,N,Y,,
446,3,4,F,F,F,T,F,F,T,,N,N,,
447,4,4,F,F,F,T,T,F,F,,N,N,,
448,0,4,F,F,F,T,T,F,F,,N,N,,
449,1,4,F,F,F,T,F,F,T,,N,N,,
450,9,4,F,F,F,T,F,F,T,,N,N,,
451,0,4,F,F,F,T,T,F,F,,N,N,,
452,8,4,F,F,F,T,T,F,F,,N,N,,
453,0,4,F,F,F,T,F,F,T,,N,N,,
454,77,4,F,F,F,T,T,F,F,,N,N,,
455,2,4,F,F,F,T,F,F,T,,N,N,,
456,3,4,F,F,F,T,F,F,T,,N,N,,
459,0,4,F,F,F,T,F,T,F,,N,Y,,
465,0,4,F,F,F,T,F,T,F,,N,Y,,
466,0,4,F,F,F,T,F,T,F,,N,Y,,
467,0,4,F,F,F,T,T,F,F,,N,N,,
468,0,4,F,F,F,T,T,F,F,,N,N,,
469,0,4,F,F,F,T,F,T,F,,N,Y,,
483,0,4,F,F,F,T,F,F,T,,N,N,,
484,5,4,F,F,F,T,F,F,T,,N,N,,
508,0,4,F,F,F,T,F,F,T,,N,N,,
511,0,4,F,F,F,T,F,T,F,,N,Y,,
529,2,4,F,F,F,T,T,F,F,,N,N,,
531,1,4,F,F,F,T,F,F,T,,N,N,,
532,3,4,F,F,F,T,F,F,T,,N,N,,
533,27,4,F,F,F,T,F,T,F,,N,Y,,
534,1,4,F,F,F,T,F,F,T,,N,N,,
535,0,4,F,F,F,T,F,F,T,,N,N,,
540,0,4,F,F,F,T,F,F,T,,N,N,,
541,0,4,F,F,F,T,F,F,T,,N,N,,
547,1,4,F,F,F,T,F,F,T,,N,N,,
548,3,4,F,F,F,T,F,F,T,,N,N,,
549,1,4,F,F,F,T,F,F,T,,N,N,,
551,7,4,F,F,F,T,F,T,F,,N,Y,,
552,25,4,F,F,F,T,F,T,F,,N,Y,,
553,14,4,F,F,F,T,T,F,F,,N,N,,
554,0,4,F,F,F,T,F,T,F,,N,Y,,
555,1,4,F,F,F,T,F,F,T,,N,N,,
556,10,4,F,F,F,T,F,F,T,,N,N,,
557,0,4,F,F,F,T,F,F,T,,N,N,,
558,0,4,F,F,F,T,F,F,T,,N,N,,
559,0,4,F,F,F,T,F,T,F,,N,Y,,
560,0,4,F,F,F,T,F,T,F,,N,Y,,
561,5,4,F,F,F,T,T,F,F,,N,N,,
562,10,4,F,F,F,T,F,T,F,,N,Y,,
565,7,4,F,F,F,T,T,F,F,,N,N,,
566,103,4,F,F,F,T,F,T,F,,N,Y,,
568,0,4,F,F,F,T,F,F,T,,N,N,,
577,0,4,F,F,F,T,F,F,T,,N,N,,
579,11,4,F,F,F,T,F,F,T,,N,N,,
580,0,4,F,F,F,T,F,T,F,,N,Y,,
581,3,4,F,F,F,T,T,F,F,,N,N,,
582,22,4,F,F,F,T,F,T,F,,N,Y,,
583,0,4,F,F,F,T,T,F,F,,N,N,,
584,85,4,F,F,F,T,F,T,F,,N,Y,,
586,1,4,F,F,F,T,F,F,T,,N,N,,
587,3,4,F,F,F,T,F,T,F,,N,Y,,
588,0,4,F,F,F,T,T,F,F,,N,N,,
607,0,4,F,F,F,T,T,F,F,,N,N,,
608,1,4,F,F,F,T,F,F,T,,N,N,,
609,18,4,F,F,F,T,T,F,F,,N,N,,
616,12,4,F,F,F,T,F,T,F,,N,Y,,
620,87,4,F,F,F,T,T,F,F,,N,N,,
622,9,4,F,F,F,T,T,F,F,,N,N,,
623,9,4,F,F,F,T,F,T,F,,N,Y,,
624,0,4,F,F,F,T,F,T,F,,N,Y,,
625,0,4,F,F,F,T,T,F,F,,N,N,,
628,0,4,F,F,F,T,F,T,F,,N,Y,,
629,9,4,F,F,F,T,F,F,T,,N,N,,
631,1,4,F,F,F,T,F,F,T,,N,N,,
632,0,4,F,F,F,T,F,T,F,,N,Y,,
633,5,4,F,F,F,T,T,F,F,,N,N,,
634,0,4,F,F,F,T,F,F,T,,N,N,,
635,0,4,F,F,F,T,T,F,F,,N,N,,
636,0,4,F,F,F,T,F,F,T,,N,N,,
637,4,4,F,F,F,T,F,F,T,,N,N,,
638,2,4,F,F,F,T,F,F,T,,N,N,,
639,1,4,F,F,F,T,F,F,T,,N,N,,
640,0,4,F,F,F,T,F,T,F,,N,Y,,
644,8,4,F,F,F,T,T,F,F,,N,N,,
646,0,4,F,F,F,T,F,F,T,,N,N,,
647,11,4,F,F,F,T,T,F,F,,N,N,,
649,0,4,F,F,F,T,F,T,F,,N,Y,,
650,0,4,F,F,F,T,F,F,T,,N,N,,
651,0,4,F,F,F,T,F,F,T,,N,N,,
653,0,4,F,F,F,T,F,F,T,,N,N,,
654,3,4,F,F,F,T,T,F,F,,N,N,,
656,0,4,F,F,F,T,F,T,F,,N,Y,,
657,1,4,F,F,F,T,F,F,T,,N,N,,
659,0,4,F,F,F,T,F,T,F,,N,Y,,
663,1,4,F,F,F,T,T,F,F,,N,N,,
664,38,4,F,F,F,T,F,T,F,,N,Y,,
665,5,4,F,F,F,T,T,F,F,,N,N,,
666,7,4,F,F,F,T,F,T,F,,N,Y,,
668,2,4,F,F,F,T,F,F,T,,N,N,,
670,0,4,F,F,F,T,T,F,F,,N,N,,
673,13,4,F,F,F,T,F,T,F,,N,Y,,
675,0,4,F,F,F,T,F,F,T,,N,N,,
678,2,4,F,F,F,T,F,F,T,,N,N,,
679,0,4,F,F,F,T,T,F,F,,N,N,,
680,1,4,F,F,F,T,F,F,T,,N,N,,
681,17,4,F,F,F,T,F,T,F,,N,Y,,
682,3,4,F,F,F,T,F,F,T,,N,N,,
683,0,4,F,F,F,T,F,F,T,,N,N,,
684,19,4,F,F,F,T,T,F,F,,N,N,,
686,0,4,F,F,F,T,F,F,T,,N,N,,
688,5,4,F,F,F,T,F,F,T,,N,N,,
689,1,4,F,F,F,T,F,F,T,,N,N,,
690,0,4,F,F,F,T,F,F,T,,N,N,,
691,0,4,F,F,F,T,F,F,T,,N,N,,
692,0,4,F,F,F,T,F,F,T,,N,N,,
693,0,4,F,F,F,T,T,F,F,,N,N,,
694,0,4,F,F,F,T,F,F,T,,N,N,,
696,0,4,F,F,F,T,F,F,T,,N,N,,
697,2,4,F,F,F,T,F,F,T,,N,N,,
701,6,4,F,F,F,T,F,F,T,,N,N,,
702,0,4,F,F,F,T,T,F,F,,N,N,,
703,0,4,F,F,F,T,F,T,F,,N,Y,,
704,0,4,F,F,F,T,T,F,F,,N,N,,
705,0,4,F,F,F,T,F,T,F,,N,Y,,
706,27,4,F,F,F,T,T,F,F,,N,N,,
708,17,4,F,F,F,T,F,T,F,,N,Y,,
709,45,4,F,F,F,T,F,F,T,,N,N,,
710,0,4,F,F,F,T,T,F,F,,N,N,,
711,1,4,F,F,F,T,F,F,T,,N,N,,
712,8,4,F,F,F,T,F,F,T,,N,N,,
714,0,4,F,F,F,T,F,F,T,,N,N,,
715,0,4,F,F,F,T,T,F,F,,N,N,,
717,41,4,F,F,F,T,F,T,F,,N,Y,,
718,0,4,F,F,F,T,F,T,F,,N,Y,,
719,0,4,F,F,F,T,T,F,F,,N,N,,
720,0,4,F,F,F,T,T,F,F,,N,N,,
721,6,4,F,F,F,T,F,F,T,,N,N,,
722,1,4,F,F,F,T,F,F,T,,N,N,,
723,5,4,F,F,F,T,F,T,F,,N,Y,,
724,13,4,F,F,F,T,T,F,F,,N,N,,
725,4,4,F,F,F,T,F,F,T,,N,N,,
726,16,4,F,F,F,T,T,F,F,,N,N,,
727,19,4,F,F,F,T,F,T,F,,N,Y,,
729,0,4,F,F,F,T,F,F,T,,N,N,,
731,5,4,F,F,F,T,F,F,T,,N,N,,
732,14,4,F,F,F,T,F,T,F,,N,Y,,
733,0,4,F,F,F,T,F,T,F,,N,Y,,
734,0,4,F,F,F,T,F,F,T,,N,N,,
736,1,4,F,F,F,T,F,F,T,,N,N,,
740,0,4,F,F,F,T,F,F,T,,N,N,,
741,1,4,F,F,F,T,T,F,F,,N,N,,
742,5,4,F,F,F,T,F,F,T,,N,N,,
743,0,4,F,F,F,T,F,F,T,,N,N,,
744,1,4,F,F,F,T,F,F,T,,N,N,,
745,2,4,F,F,F,T,T,F,F,,N,N,,
746,0,4,F,F,F,T,F,F,T,,N,N,,
748,5,4,F,F,F,T,F,F,T,,N,N,,
749,1,4,F,F,F,T,F,F,T,,N,N,,
753,3,4,F,F,F,T,F,F,T,,N,N,,
755,12,4,F,F,F,T,F,F,T,,N,N,,
756,0,4,F,F,F,T,F,F,T,,N,N,,
757,3,4,F,F,F,T,F,F,T,,N,N,,
759,0,4,F,F,F,T,F,F,T,,N,N,,
760,1,4,F,F,F,T,F,F,T,,N,N,,
761,0,4,F,F,F,T,F,T,F,,N,Y,,
762,1,4,F,F,F,T,F,F,T,,N,N,,
768,1,4,F,F,F,T,F,F,T,,N,N,,
769,3,4,F,F,F,T,F,F,T,,N,N,,
770,0,4,F,F,F,T,F,F,T,,N,N,,
771,3,4,F,F,F,T,F,F,T,,N,N,,
772,3,4,F,F,F,T,F,F,T,,N,N,,
773,0,4,F,F,F,T,F,F,T,,N,N,,
774,0,4,F,F,F,T,T,F,F,,N,N,,
776,19,4,F,F,F,T,F,T,F,,N,Y,,
777,9,4,F,F,F,T,F,F,T,,N,N,,
778,0,4,F,F,F,T,F,F,T,,N,N,,
779,0,4,F,F,F,T,F,F,T,,N,N,,
782,0,4,F,F,F,T,F,F,T,,N,N,,
783,0,4,F,F,F,T,F,F,T,,N,N,,
786,0,4,F,F,F,T,T,F,F,,N,N,,
787,16,4,F,F,F,T,F,T,F,,N,Y,,
788,0,4,F,F,F,T,F,F,T,,N,N,,
789,0,4,F,F,F,T,F,T,F,,N,Y,,
790,0,4,F,F,F,T,F,F,T,,N,N,,
791,0,4,F,F,F,T,T,F,F,,N,N,,
792,25,4,F,F,F,T,F,T,F,,N,Y,,
793,5,4,F,F,F,T,T,F,F,,N,N,,
794,26,4,F,F,F,T,F,T,F,,N,Y,,
795,1,4,F,F,F,T,F,F,T,,N,N,,
796,0,4,F,F,F,T,F,F,T,,N,N,,
798,2,4,F,F,F,T,F,F,T,,N,N,,
799,1,4,F,F,F,T,F,F,T,,N,N,,
801,0,4,F,F,F,T,T,F,F,,N,N,,
802,13,4,F,F,F,T,F,T,F,,N,Y,,
803,0,4,F,F,F,T,F,T,F,,N,Y,,
804,7,4,F,F,F,T,F,F,T,,N,N,,
805,2,4,F,F,F,T,F,F,T,,N,N,,
806,1,4,F,F,F,T,F,F,T,,N,N,,
809,0,4,F,F,F,T,F,F,T,,N,N,,
812,1,4,F,F,F,T,F,F,T,,N,N,,
813,1,4,F,F,F,T,F,F,T,,N,N,,
816,6,4,F,F,F,T,T,F,F,,N,N,,
817,21,4,F,F,F,T,F,T,F,,N,Y,,
818,0,4,F,F,F,T,T,F,F,,N,N,,
819,0,4,F,F,F,T,T,F,F,,N,N,,
820,0,4,F,F,F,T,F,F,T,,N,N,,
821,2,4,F,F,F,T,F,F,T,,N,N,,
822,3,4,F,F,F,T,T,F,F,,N,N,,
823,0,4,F,F,F,T,F,F,T,,N,N,,
824,1,4,F,F,F,T,F,F,T,,N,N,,
825,1,4,F,F,F,T,F,F,T,,N,N,,
826,2,4,F,F,F,T,F,F,T,,N,N,,
827,3,4,F,F,F,T,F,F,T,,N,N,,
835,0,4,F,F,F,T,F,T,F,,N,Y,,
837,28,4,F,F,F,T,F,T,F,,N,Y,,
838,0,4,F,F,F,T,F,T,F,,N,Y,,
839,0,4,F,F,F,T,T,F,F,,N,N,,
841,0,4,F,F,F,T,F,F,T,,N,N,,
842,15,4,F,F,F,T,T,F,F,,N,N,,
844,2,4,F,F,F,T,F,F,T,,N,N,,
845,38,4,F,F,F,T,F,T,F,,N,Y,,
846,0,4,F,F,F,T,F,T,F,,N,Y,,
847,0,4,F,F,F,T,T,F,F,,N,N,,
848,0,4,F,F,F,T,F,T,F,,N,Y,,
850,1,4,F,F,F,T,F,F,T,,N,N,,
851,2,4,F,F,F,T,T,F,F,,N,N,,
853,0,4,F,F,F,T,T,F,F,,N,N,,
856,0,4,F,F,F,T,T,F,F,,N,N,,
857,28,4,F,F,F,T,F,T,F,,N,Y,,
858,8,4,F,F,F,T,T,F,F,,N,N,,
859,36,4,F,F,F,T,F,T,F,,N,Y,,
860,14,4,F,F,F,T,F,T,F,,N,Y,,
861,5,4,F,F,F,T,F,T,F,,N,Y,,
862,18,4,F,F,F,T,F,T,F,,N,Y,,
863,3,4,F,F,F,T,T,F,F,,N,N,,
864,10,4,F,F,F,T,F,F,T,,N,N,,
865,11,4,F,F,F,T,F,T,F,,N,Y,,
866,12,4,F,F,F,T,F,T,F,,N,Y,,
867,0,4,F,F,F,T,F,T,F,,N,Y,,
868,9,4,F,F,F,T,F,F,T,,N,N,,
869,1,4,F,F,F,T,F,F,T,,N,N,,
871,0,4,F,F,F,T,F,F,T,,N,N,,
872,0,4,F,F,F,T,F,F,T,,N,N,,
873,2,4,F,F,F,T,F,F,T,,N,N,,
875,1,4,F,F,F,T,T,F,F,,N,N,,
876,1,4,F,F,F,T,T,F,F,,N,N,,
877,1,4,F,F,F,T,F,T,F,,N,Y,,
878,1,4,F,F,F,T,F,T,F,,N,Y,,
879,5,4,F,F,F,T,F,F,T,,N,N,,
880,10,4,F,F,F,T,F,T,F,,N,Y,,
882,0,4,F,F,F,T,F,F,T,,N,N,,
883,1,4,F,F,F,T,F,F,T,,N,N,,
884,1,4,F,F,F,T,F,F,T,,N,N,,
885,0,4,F,F,F,T,F,F,T,,N,N,,
887,1,4,F,F,F,T,F,F,T,,N,N,,
888,0,4,F,F,F,T,F,F,T,,N,N,,
892,0,4,F,F,F,T,F,F,T,,N,N,,
894,0,4,F,F,F,T,F,T,F,,N,Y,,
895,6,4,F,F,F,T,T,F,F,,N,N,,
896,6,4,F,F,F,T,F,T,F,,N,Y,,
897,0,4,F,F,F,T,T,F,F,,N,N,,
898,0,4,F,F,F,T,F,T,F,,N,Y,,
899,0,4,F,F,F,T,F,T,F,,N,Y,,
900,34,4,F,F,F,T,T,F,F,,N,N,,
901,26,4,F,F,F,T,F,T,F,,N,Y,,
902,0,4,F,F,F,T,F,F,T,,N,N,,
905,1,4,F,F,F,T,T,F,F,,N,N,,
906,0,4,F,F,F,T,F,T,F,,N,Y,,
907,0,4,F,F,F,T,F,T,F,,N,Y,,
908,0,4,F,F,F,T,F,F,T,,N,N,,
909,31,4,F,F,F,T,F,F,T,,N,N,,
910,0,4,F,F,F,T,T,F,F,,N,N,,
912,2,4,F,F,F,T,F,F,T,,N,N,,
913,0,4,F,F,F,T,F,F,T,,N,N,,
914,1,4,F,F,F,T,F,F,T,,N,N,,
915,0,4,F,F,F,T,F,F,T,,N,N,,
916,0,4,F,F,F,T,F,F,T,,N,N,,
917,0,4,F,F,F,T,F,T,F,,N,Y,,
918,0,4,F,F,F,T,T,F,F,,N,N,,
919,17,4,F,F,F,T,F,F,T,,N,N,,
920,0,4,F,F,F,T,T,F,F,,N,N,,
921,1,4,F,F,F,T,F,F,T,,N,N,,
922,0,4,F,F,F,T,T,F,F,,N,N,,
923,0,4,F,F,F,T,T,F,F,,N,N,,
924,1,4,F,F,F,T,F,T,F,,N,Y,,
925,0,4,F,F,F,T,T,F,F,,N,N,,
926,36,4,F,F,F,T,T,F,F,,N,N,,
927,2,4,F,F,F,T,T,F,F,,N,N,,
928,4,4,F,F,F,T,F,T,F,,N,Y,,
929,21,4,F,F,F,T,T,F,F,,N,N,,
931,1,4,F,F,F,T,T,F,F,,N,N,,
932,2,4,F,F,F,T,F,T,F,,N,Y,,
933,2,4,F,F,F,T,T,F,F,,N,N,,
934,0,4,F,F,F,T,F,T,F,,N,Y,,
935,1,4,F,F,F,T,F,F,T,,N,N,,
936,0,4,F,F,F,T,T,F,F,,N,N,,
937,0,4,F,F,F,T,F,T,F,,N,Y,,
938,0,4,F,F,F,T,F,F,T,,N,N,,
939,0,4,F,F,F,T,F,T,F,,N,Y,,
940,0,4,F,F,F,T,T,F,F,,N,N,,
941,0,4,F,F,F,T,T,F,F,,N,N,,
942,13,4,F,F,F,T,T,F,F,,N,N,,
943,16,4,F,F,F,T,T,F,F,,N,N,,
944,2,4,F,F,F,T,T,F,F,,N,N,,
946,0,4,F,F,F,T,F,F,T,,N,N,,
947,0,4,F,F,F,T,F,T,F,,N,Y,,
948,37,4,F,F,F,T,F,T,F,,N,Y,,
949,21,4,F,F,F,T,F,T,F,,N,Y,,
951,6,4,F,F,F,T,F,T,F,,N,Y,,
952,0,4,F,F,F,T,F,T,F,,N,Y,,
953,4,4,F,F,F,T,F,T,F,,N,Y,,
954,22,4,F,F,F,T,F,T,F,,N,Y,,
956,7,4,F,F,F,T,F,T,F,,N,Y,,
957,0,4,F,F,F,T,T,F,F,,N,N,,
958,0,4,F,F,F,T,T,F,F,,N,N,,
959,16,4,F,F,F,T,T,F,F,,N,N,,
961,2,4,F,F,F,T,T,F,F,,N,N,,
962,0,4,F,F,F,T,T,F,F,,N,N,,
963,0,4,F,F,F,T,T,F,F,,N,N,,
964,20,4,F,F,F,T,T,F,F,,N,N,,
966,2,4,F,F,F,T,T,F,F,,N,N,,
967,0,4,F,F,F,T,F,T,F,,N,Y,,
968,3,4,F,F,F,T,F,T,F,,N,Y,,
969,13,4,F,F,F,T,F,T,F,,N,Y,,
971,2,4,F,F,F,T,F,T,F,,N,Y,,
972,0,4,F,F,F,T,F,T,F,,N,Y,,
973,5,4,F,F,F,T,F,T,F,,N,Y,,
974,14,4,F,F,F,T,F,T,F,,N,Y,,
975,11,4,F,F,F,T,F,T,F,,N,Y,,
977,0,4,F,F,F,T,T,F,F,,N,N,,
978,5,4,F,F,F,T,T,F,F,,N,N,,
979,12,4,F,F,F,T,T,F,F,,N,N,,
981,0,4,F,F,F,T,T,F,F,,N,N,,
982,0,4,F,F,F,T,F,T,F,,N,Y,,
983,16,4,F,F,F,T,F,T,F,,N,Y,,
984,28,4,F,F,F,T,F,T,F,,N,Y,,
986,6,4,F,F,F,T,F,T,F,,N,Y,,
987,0,4,F,F,F,T,T,F,F,,N,N,,
988,6,4,F,F,F,T,T,F,F,,N,N,,
989,16,4,F,F,F,T,T,F,F,,N,N,,
991,3,4,F,F,F,T,T,F,F,,N,N,,
992,1,4,F,F,F,T,F,F,T,,N,N,,
993,1,4,F,F,F,T,F,F,T,,N,N,,
994,4,4,F,F,F,T,F,F,T,,N,N,,
995,5,4,F,F,F,T,F,F,T,,N,N,,
996,16,4,F,F,F,T,F,F,T,,N,N,,
997,1,4,F,F,F,T,F,F,T,,N,N,,
998,0,4,F,F,F,T,F,F,T,,N,N,,
999,4,4,F,F,F,T,F,F,T,,N,N,,
1001,0,4,F,F,F,T,F,F,T,,N,N,,
1002,1,4,F,F,F,T,F,F,T,,N,N,,
1003,0,4,F,F,F,T,F,F,T,,N,N,,
1004,2,4,F,F,F,T,T,F,F,,N,N,,
1006,1,4,F,F,F,T,F,F,T,,N,N,,
1007,12,4,F,F,F,T,T,F,F,,N,N,,
1008,23,4,F,F,F,T,F,T,F,,N,Y,,
1009,14,4,F,F,F,T,F,T,F,,N,Y,,
1010,14,4,F,F,F,T,T,F,F,,N,N,,
1011,13,4,F,F,F,T,T,F,F,,N,N,,
1012,26,4,F,F,F,T,F,T,F,,N,Y,,
1013,4,4,F,F,F,T,F,T,F,,N,Y,,
1014,8,4,F,F,F,T,T,F,F,,N,N,,
1015,17,4,F,F,F,T,F,T,F,,N,Y,,
1016,8,4,F,F,F,T,T,F,F,,N,N,,
1017,0,4,F,F,F,T,F,F,T,,N,N,,
1018,0,4,F,F,F,T,F,F,T,,N,N,,
1019,0,4,F,F,F,T,F,F,T,,N,N,,
1020,1,4,F,F,F,T,F,F,T,,N,N,,
1021,0,4,F,F,F,T,F,F,T,,N,N,,
1022,0,4,F,F,F,T,F,F,T,,N,N,,
1023,0,4,F,F,F,T,F,F,T,,N,N,,
1024,1,4,F,F,F,T,F,F,T,,N,N,,
1025,0,4,F,F,F,T,F,T,F,,N,Y,,
1026,6,4,F,F,F,T,T,F,F,,N,N,,
1027,0,4,F,F,F,T,F,T,F,,N,Y,,
1028,0,4,F,F,F,T,F,F,T,,N,N,,
1029,6,4,F,F,F,T,F,T,F,,N,Y,,
1030,1,4,F,F,F,T,T,F,F,,N,N,,
1031,70,4,F,F,F,T,F,T,F,,N,Y,,
1032,47,4,F,F,F,T,F,T,F,,N,Y,,
1033,1,4,F,F,F,T,F,F,T,,N,N,,
1034,2,4,F,F,F,T,T,F,F,,N,N,,
1035,1,4,F,F,F,T,F,F,T,,N,N,,
1036,9,4,F,F,F,T,F,T,F,,N,Y,,
1037,88,4,F,F,F,T,F,T,F,,N,Y,,
1038,15,4,F,F,F,T,F,T,F,,N,Y,,
1039,7,4,F,F,F,T,T,F,F,,N,N,,
1040,15,4,F,F,F,T,T,F,F,,N,N,,
1041,0,4,F,F,F,T,T,F,F,,N,N,,
1042,0,4,F,F,F,T,T,F,F,,N,N,,
1043,9,4,F,F,F,T,F,T,F,,N,Y,,
1044,14,4,F,F,F,T,T,F,F,,N,N,,
1045,5,4,F,F,F,T,F,F,T,,N,N,,
1047,12,4,F,F,F,T,F,T,F,,N,Y,,
1048,3,4,F,F,F,T,F,F,T,,N,N,,
1049,0,4,F,F,F,T,F,F,T,,N,N,,
1050,16,4,F,F,F,T,F,F,T,,N,N,,
1051,11,4,F,F,F,T,F,T,F,,N,Y,,
1052,57,4,F,F,F,T,F,T,F,,N,Y,,
1053,0,4,F,F,F,T,F,F,T,,N,N,,
1054,0,4,F,F,F,T,F,F,T,,N,N,,
1055,2,4,F,F,F,T,F,F,T,,N,N,,
1056,3,4,F,F,F,T,F,T,F,,N,Y,,
1057,5,4,F,F,F,T,F,F,T,,N,N,,
1058,0,4,F,F,F,T,F,F,T,,N,N,,
1059,3,4,F,F,F,T,F,F,T,,N,N,,
1060,0,4,F,F,F,T,F,F,T,,N,N,,
1061,29,4,F,F,F,T,F,T,F,,N,Y,,
1062,0,4,F,F,F,T,F,F,T,,N,N,,
1063,0,4,F,F,F,T,F,F,T,,N,N,,
1064,0,4,F,F,F,T,F,F,T,,N,N,,
1065,0,4,F,F,F,T,F,F,T,,N,N,,
1066,22,4,F,F,F,T,F,F,T,,N,N,,
1067,2,4,F,F,F,T,F,F,T,,N,N,,
1068,6,4,F,F,F,T,F,T,F,,N,Y,,
1069,6,4,F,F,F,T,F,T,F,,N,Y,,
1070,0,4,F,F,F,T,F,F,T,,N,N,,
1071,4,4,F,F,F,T,F,F,T,,N,N,,
1072,19,4,F,F,F,T,F,T,F,,N,Y,,
1073,3,4,F,F,F,T,F,F,T,,N,N,,
1074,52,4,F,F,F,T,F,T,F,,N,Y,,
1075,4,4,F,F,F,T,F,T,F,,N,Y,,
1076,17,4,F,F,F,T,F,F,T,,N,N,,
1077,13,4,F,F,F,T,F,F,T,,N,N,,
1078,0,4,F,F,F,T,F,F,T,,N,N,,
1079,0,4,F,F,F,T,F,F,T,,N,N,,
1080,0,4,F,F,F,T,F,F,T,,N,N,,
1081,0,4,F,F,F,T,F,F,T,,N,N,,
1082,0,4,F,F,F,T,F,F,T,,N,N,,
1083,0,4,F,F,F,T,F,F,T,,N,N,,
1084,0,4,F,F,F,T,F,F,T,,N,N,,
1085,13,4,F,F,F,T,F,T,F,,N,Y,,
